name,link,price,price_currency,mileage,fuel_type,year,gearbox,horsepower,location,image_url,engine_capacity
Mercedes-Benz Klasa V,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-v-250d-dluga-salon-polska-fv23-certified-ID6GC9Y0.html,269 900,PLN,32 500 km,Diesel,2023 ,Automatyczna,190,Janki (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9ueXZhN2w3M29vaDItT1RPTU9UT1BMIn0.pcqOXGqi6QMUcBN68B0ScjeJVH9JRiwI0jnh-kSzXE4/image;s=644x461,1 950 cm3
BMW Seria 5 530i,https://www.otomoto.pl/osobowe/oferta/bmw-seria-5-niska-akcyza-2-0-252-km-xdrive-niski-koszt-naprawy-ID6GDdxo.html,74 900,PLN,138 863 km,Benzyna,2018 ,Automatyczna,252,Łódź (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjlsOHczOXc1am10czMtT1RPTU9UT1BMIn0.dYY0NUvrPUHxqSRYL3Y_iXAiHY-B7B9BlNcaDP65YY0/image;s=320x240,1 998 cm3
BMW Seria 3,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-stan-idealny-salon-polska-bezwypadkowy-cesja-4-letnia-gwarancja-ID6FFs5E.html,270 000,PLN,56 800 km,Diesel,2022 ,Automatyczna,340,Toruń (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1oemk3NDF3cjJ2ZzEtT1RPTU9UT1BMIn0.HBUcii92-e98VLXGReO7DQJ2VtyLRuRjM9g3J1N95os/image;s=320x240,2 993 cm3
Audi A5 2.0 TFSI Quattro S tronic,https://www.otomoto.pl/osobowe/oferta/audi-a5-2-0-211kmquattroautomatbang-olufsenbixenonstyling-rs5150-oookm-ID6GC9WS.html,45 900,PLN,150 000 km,Benzyna,2010 ,Automatyczna,211,Nowy Dwór Gdański (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ims3bTB3cDVuOTJldDMtT1RPTU9UT1BMIn0.xWIFidRU1YDiGnL7WWQcBVNy91RwjvQCcla4ntQGtBk/image;s=320x240,1 984 cm3
Mercedes-Benz Klasa V,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-v-300d-4matic-extra-dluga-pakiet-amg-airmatic-fv23-certified-ID6GC9X4.html,504 900,PLN,3 600 km,Diesel,2023 ,Automatyczna,239,Janki (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im92YzgzenQ3aWRncDItT1RPTU9UT1BMIn0.flukZ5aminNLZ2KiecpQySCH3MHpjr-4JlgWGJt3Cyk/image;s=644x461,1 950 cm3
Mercedes-Benz Klasa V,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-v-250d-dluga-salon-polska-fv23-certified-ID6GC9VR.html,269 900,PLN,23 500 km,Diesel,2023 ,Automatyczna,190,Janki (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNqeTNhcTB4a3NveTItT1RPTU9UT1BMIn0.1VJ6pInXL0ONMF-aD7CpCQkdaZvS35z7vmSCIwQkQFk/image;s=644x461,1 950 cm3
Volvo S40 2.4i Summum,https://www.otomoto.pl/osobowe/oferta/volvo-s40-volvo-s40-2-4-170-ps-od-kobiety-ID6GC9Vm.html,18 900,PLN,270 000 km,Benzyna,2004 ,Automatyczna,170,Żory (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inpxc3FuNnJhdDF0ZjMtT1RPTU9UT1BMIn0.-4AijA9dghroUmryIPgioWRoUFZ9359F36dV_xPlfqs/image;s=320x240,2 435 cm3
Nissan Micra,https://www.otomoto.pl/osobowe/oferta/nissan-micra-1-2-gaz-lpg-klimatyzacja-2004-ID6GBRD5.html,3 700,PLN,195 000 km,Benzyna+LPG,2004 ,Manualna,80,Kraków (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlzeXAzbzQzM2R1azEtT1RPTU9UT1BMIn0.enrpgiv4x45TfSS5ZGxOxRXNCO5bdSr-B3xO-yPD3tg/image;s=320x240,1 240 cm3
Volkswagen Caddy Maxi 1.6 TDI Highline,https://www.otomoto.pl/osobowe/oferta/volkswagen-caddy-maxi-7-osob-navi-kamera-serwis-ID6GBVND.html,37 900,PLN,228 000 km,Diesel,2014 ,Manualna,102,Ostrów Mazowiecka (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijh0cjZ3YXM1ZGx4cDMtT1RPTU9UT1BMIn0.UPPO-CeAtlq6U7ek_Nb4auHsvWH9J9xLktG-bGlHw8Y/image;s=320x240,1 598 cm3
Daihatsu Sirion 1.0,https://www.otomoto.pl/osobowe/oferta/daihatsu-sirion-10-alu-klima-z-niemiec-ID6GC9Wz.html,11 900,PLN,180 000 km,Benzyna,2010 ,Manualna,70,Solnica (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFzam1oOXNmOWtyZS1PVE9NT1RPUEwifQ.a_heGuoPaLyhZgbBqioLeXCtPNCcMX5gRyzOdb8X8Nw/image;s=320x240,998 cm3
Audi A4 Avant 1.8 T,https://www.otomoto.pl/osobowe/oferta/audi-a4-1-8-turbo-163-km-benzyna-gaz-oferta-prywatna-ID6GC9TR.html,16 500,PLN,332 000 km,Benzyna+LPG,2003 ,Manualna,163,Niestachów (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImEwNjhzYmI5NWVkeS1PVE9NT1RPUEwifQ.XjF06qTMzoajrwYqnx8ePuOeGngi4qCqr3Gto0d8xR0/image;s=320x240,1 781 cm3
Lexus UX 250h,https://www.otomoto.pl/osobowe/oferta/lexus-ux-bezwypadkowy-fv-vat23-ID6GnlVi.html,100 000,PLN,75 881 km,Hybryda,2021 ,Automatyczna,152,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImUzMjRhYWhhbHVjdC1PVE9NT1RPUEwifQ.XjDrydl0RPxC0TQvxjgKyRxwet2Qfyo_qDORQQAiks4/image;s=320x240,1 987 cm3
Skoda Fabia,https://www.otomoto.pl/osobowe/oferta/skoda-fabia-1-4-klimatronic-alusy-grzane-fotele-ID6GC9In.html,14 900,PLN,172 000 km,Benzyna,2008 ,Manualna,100,Paczków (Opolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImpucXk0ZG11a29raTEtT1RPTU9UT1BMIn0.G5Yc4WjddwLOgg3AgckKyI9VJ3H4m-CTTVP9ghUDles/image;s=320x240,1 390 cm3
Chevrolet Spark 1.2 LTZ,https://www.otomoto.pl/osobowe/oferta/chevrolet-spark-1-2benz-gt-line-klimatronic-parktronic-alu-ID6GC9Tg.html,16 200,PLN,150 000 km,Benzyna,2010 ,Manualna,82,Elbląg (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijhmd3N6bG92eW42YjMtT1RPTU9UT1BMIn0.Fi86xBlXB9MAnSdncrODmfXYE_S3Z7bc0MyVaHzHwqA/image;s=320x240,1 206 cm3
Mercedes-Benz Klasa S 55 AMG,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-mercedes-s55-amg-perfekcyjny-ID6Gr2tY.html,59 000,PLN,187 000 km,Benzyna,2001 ,Automatyczna,360,Łódź (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJtc2M5bXRiaWQ5ajMtT1RPTU9UT1BMIn0.Tl_mHQzr_Az9QlOXgRYqaRRQRiH8qoBTS128QlXj7OA/image;s=320x240,5 439 cm3
Subaru Forester 2.0XT Platinum Lineartronic,https://www.otomoto.pl/osobowe/oferta/subaru-forester-subaru-forester-2-0-xt-platinum-lineartronic-ID6GC9JE.html,63 500,PLN,225 660 km,Benzyna,2014 ,Automatyczna,240,Starachowice (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRvbnF5NmNsOTBjajItT1RPTU9UT1BMIn0.owrq-kzRxLsoo7H6x1whcTlC4CsWWOAaxJKm9nnnJDo/image;s=320x240,1 998 cm3
Porsche Panamera GTS,https://www.otomoto.pl/osobowe/oferta/porsche-panamera-panamera-gts-jak-nowa-ID6GaBfH.html,178 000,PLN,162 000 km,Benzyna,2014 ,Automatyczna,440,Łódź (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InRsZG9rNXM3N3gzZzItT1RPTU9UT1BMIn0.CAHrMdCygkEjhx74xcJazrme9jSLGkq_n8QQL2G6RDo/image;s=320x240,4 806 cm3
Audi A3 35 TFSI Limousine S line,https://www.otomoto.pl/osobowe/oferta/audi-a3-s-line-full-led-servis-aso-z-niemiec-ID6GC9Rf.html,72 600,PLN,95 452 km,Benzyna,2017 ,Manualna,150,Częstochowa (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndhcTE5YmNrOGIxYzEtT1RPTU9UT1BMIn0.PQlhoJc2Mx1sGeFNNkFDwcfiZzN969jHMRQHv-c3HVU/image;s=320x240,1 498 cm3
Renault Scenic,https://www.otomoto.pl/osobowe/oferta/renault-scenic-samochod-rodzinny-jezdzilismy-8-lat-bez-problemow-ID6GC9PU.html,25 000,PLN,347 421 km,Diesel,2012 ,Manualna,110,Łódź (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InYyNm10NDdtNzI1YTEtT1RPTU9UT1BMIn0.kGWAIoFn87D_oTLnIIZRCzHrHyohO1NE6oZX3DcjOzw/image;s=320x240,1 461 cm3
BMW Seria 3 318d,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-ID6FYJrn.html,23 900,PLN,322 653 km,Diesel,2006 ,Manualna,122,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjQxc3c5ZmYxNzVrdDItT1RPTU9UT1BMIn0.BlcFKS1FgjGkEX8KMlGKifBDA1j1U7ZOG7gpRdVV8xc/image;s=320x240,1 995 cm3
Renault Laguna Grandtour dCi 150 FAP Dynamique,https://www.otomoto.pl/osobowe/oferta/renault-laguna-gt-2-0dci-4-control-xenon-alu-18-skory-ID6GC9Os.html,19 900,PLN,248 000 km,Diesel,2010 ,Manualna,150,Elbląg (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImIwNnRvOGcxMXdzYi1PVE9NT1RPUEwifQ.YUNgAfREZxSPYkgMOA6Vk7WC-5q5SI9JeSoCghcpc_I/image;s=320x240,1 995 cm3
Ford S-Max 1.6 EcoBoost Titanium,https://www.otomoto.pl/osobowe/oferta/ford-s-max-czarny-benzyna-160km-7-mio-osobowy-convers-serwis-ID6GC9Lb.html,36 900,PLN,134 800 km,Benzyna,2011 ,Manualna,160,Kwiatkowice (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd3YTA5OHB0ZGh5dDEtT1RPTU9UT1BMIn0._J_j5RI89Roya__ZEtl1SV4pl9QzVNwclchUDN3OO8U/image;s=320x240,1 596 cm3
Volkswagen Golf VII 1.0 TSI BMT Trendline,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-pierwszy-wlasciciel-b-maly-przebieg-bezawaryjny-ID6GC9CL.html,59 999,PLN,49 000 km,Benzyna,2019 ,Manualna,115,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InUwNGxsc3hiNzhxcDMtT1RPTU9UT1BMIn0.kRQ_I1fspPSCCyJLodq4zMNPsYXP15lB_AgFOe9ZlFk/image;s=320x240,999 cm3
Volkswagen Passat Variant 1.6 TDI BlueMotion,https://www.otomoto.pl/osobowe/oferta/volkswagen-passat-passat-b7-1-6-tdi-bluemotion-2014-ID6GC9vc.html,33 000,PLN,261 926 km,Diesel,2014 ,Manualna,105,Rokietnica (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InpqNDB0eTFoeWh5aTEtT1RPTU9UT1BMIn0.BPHj9xOv0LwK3P39oSvIVr6xOVUvl_l6MJHA5U2BFzw/image;s=320x240,1 598 cm3
Seat Leon ST 1.4 TSI Start&Stop FR,https://www.otomoto.pl/osobowe/oferta/seat-leon-fr-panorama-led-full-link-navi-ID6GC9Mw.html,54 500,PLN,110 000 km,Benzyna,2016 ,Manualna,125,Zgorzelec (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZua25rd25jc3k1bjItT1RPTU9UT1BMIn0.yY4FfRZu4TIUX29EpWgQNSrruc0VN18ga99mGzu4sdc/image;s=320x240,1 395 cm3
BMW X3,https://www.otomoto.pl/osobowe/oferta/bmw-x3-m-pakiet-live-cokpit-stan-wzorowy-bezwypadkowy-salon-pl-ID6GC9Ep.html,124 900,PLN,211 000 km,Diesel,2019 ,Automatyczna,190,Rzeszów (Podkarpackie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFwYWlkamRxeXF6MzMtT1RPTU9UT1BMIn0.CbMHYxIGPu78VHSgxeHK_5VWqAsrCOZZII79sTIw4uE/image;s=320x240,1 995 cm3
Volvo C30 D2 DRIVe R-Design,https://www.otomoto.pl/osobowe/oferta/volvo-c30-1-6-diesel-r-design-czujniki-parkowania-alufelgi-klimatyzacja-kredyt-ID6GDcZh.html,21 900,PLN,225 000 km,Diesel,2012 ,Manualna,115,Kutno (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRtbzNhYWt3NWZyazMtT1RPTU9UT1BMIn0.XQbZO2LEIr5sGhTzBa06Zl8uxouS1hwOwj7FFoU0TA0/image;s=320x240,1 560 cm3
Suzuki Swift 1.2 Premium,https://www.otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-stan-bardzo-dobry-od-nowosci-w-rodzinie-ID6GDcRe.html,53 900,PLN,67 100 km,Benzyna,2018 ,Manualna,90,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZsaDNiajYwMW90OC1PVE9NT1RPUEwifQ.Nr-8hP3cUKK-CaCS9Te6LtxPzdohtMdT11XBrDkcO4Y/image;s=320x240,1 242 cm3
Renault Scenic 2.0 16V Expression,https://www.otomoto.pl/osobowe/oferta/renault-scenic-2-0-benzyna-lift-panorama-klimatyzacja-alufelgi-nawigacja-gwarancja-ID6GDd1a.html,8 900,PLN,219 000 km,Benzyna,2007 ,Manualna,134,Kutno (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJ3YmhlYnViZjBrdjItT1RPTU9UT1BMIn0.T_7cggt2xVymsS5NMj4XnRr3KhSrPSmVZBwmxDojgMk/image;s=320x240,1 998 cm3
Kia Sportage 2.0 Expedition +,https://www.otomoto.pl/osobowe/oferta/kia-sportage-2-0-benzyna-skory-tempomat-alufelgi-elektryczne-szyby-gwarancja-ID6GDd09.html,16 900,PLN,190 000 km,Benzyna,2006 ,Manualna,142,Kutno (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImhjcGlvNTJtZ2VzMjEtT1RPTU9UT1BMIn0.etjMwQfk5mvr3GT9H-C468DKmBDAP8rATIOzFvopKxQ/image;s=320x240,1 975 cm3
Audi A4,https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-2-0-tdi-quattro-s-tronic-ID6GC9Lu.html,88 900,PLN,161 000 km,Diesel,2017 ,Automatyczna,190,Domostawa (Podkarpackie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxvdWVkYW9kY29zNzEtT1RPTU9UT1BMIn0.hBX2Pjc_HSlttF9Sc4v1_-Ew2-MJghbgooTv5c4Du4Y/image;s=320x240,1 968 cm3
Nissan Juke 1.0 DIG-T Acenta,https://www.otomoto.pl/osobowe/oferta/nissan-juke-nissan-juke-2020-rok-ID6GC9Mo.html,69 900,PLN,81 000 km,Benzyna,2020 ,Manualna,117,Mysłowice (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVtem9jZ3R2eTdyNDMtT1RPTU9UT1BMIn0.pJ9MUf3p9VUZ-eEXHG8aewb6eYD8UTFS_MaiDv-s-FU/image;s=320x240,999 cm3
Ford Mondeo 2.0 EcoBlue Titanium,https://www.otomoto.pl/osobowe/oferta/ford-mondeo-kamera-radar-blis-full-led-serwisowany-el-klapa-bardzo-bogata-wersja-ID6Gxmt6.html,74 999,PLN,139 000 km,Diesel,2020 ,Manualna,150,Szczecin (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im43dGVnY3E5djd2bi1PVE9NT1RPUEwifQ.yteXPlfctBfdL3Ei2IGo7fHxIMIfHF-rK3pPd-NwIp4/image;s=320x240,1 997 cm3
Abarth 595,https://www.otomoto.pl/osobowe/oferta/abarth-595-unikat-sabelt-zawieszenie-koni-limitowana-edycja-piekny-stan-ID6GDd4p.html,88 888,PLN,69 000 km,Benzyna,2019 ,Manualna,185,Chojnice (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJwbzlzdDV0Z2tuNy1PVE9NT1RPUEwifQ.btMWETjq8NI_BpE_NFuk4r1BEqh-ULzEL61QEpn5EYw/image;s=320x240,1 368 cm3
Audi A3 2.0 TDI Sportback S tronic,https://www.otomoto.pl/osobowe/oferta/audi-a3-2-0tdi-150km-piekna-zadbana-serwisowana-ID6GC9JX.html,63 000,PLN,212 000 km,Diesel,2016 ,Automatyczna,150,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRxNjFteGY4ZGx0MDMtT1RPTU9UT1BMIn0.myvWajYBuXfPmric4RN05cfGLHh9XVIgciLsGYCe6-w/image;s=320x240,1 968 cm3
Opel Vectra 1.9 CDTI Caravan Cosmo,https://www.otomoto.pl/osobowe/oferta/opel-vectra-opel-vectra-c-150km-2007r-klimatyzacja-tempomat-hak-ID6GC9Lg.html,9 900,PLN,287 000 km,Diesel,2007 ,Manualna,150,Kiekrz (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijh6cWoxb2NqcmJlbDMtT1RPTU9UT1BMIn0.viSecUvvPFuliuXHhV4viV3KwEBRVtv0EGEs9ZVyb1U/image;s=320x240,1 910 cm3
BMW Seria 3 320d,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-sprzedam-bwm-e46-2-0-diesel-kombi-webasto-ID6GuePL.html,5 900,PLN,387 000 km,Diesel,2004 ,Manualna,150,Głogów (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imo1emV0aDcwbzV5aDMtT1RPTU9UT1BMIn0.z6BuZ3uMpx4pRwm6vmsfd8GJQszE_7Rpvk9zP-3Aq_g/image;s=320x240,1 995 cm3
Ford Focus 2.0 EcoBlue Titanium X,https://www.otomoto.pl/osobowe/oferta/ford-focus-2-0-150km-pelen-serwis-titanium-navi-full-led-bezywpadkowy-ID6GsY8y.html,61 950,PLN,140 656 km,Diesel,2020 ,Manualna,150,Szczecin (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJnajJrbXIyMnNsejEtT1RPTU9UT1BMIn0.ntK23NjCVVAqa_1CTDoPMfL80b70DZSf4qnnZZV57nQ/image;s=320x240,1 997 cm3
Volvo XC 60 D4 Geartronic Inscription,https://www.otomoto.pl/osobowe/oferta/volvo-xc-60-r-design-black-editionwyjatkowe-jedyne-takieperfekcyjne-ID6GDdls.html,133 800,PLN,1128 000 km,Diesel,2020 ,Automatyczna,190,Góra Kalwaria (Mazowieckie),Brak zdjęcia,1 969 cm3
Audi RS3 TFSI Quattro S tronic,https://www.otomoto.pl/osobowe/oferta/audi-rs3-fv-vat23-salon-polska-gwarancja-serwis-aso-i-wlasciciel-nowe-opony-ID6GhId9.html,205 000,PLN,58 000 km,Benzyna,2022 ,Automatyczna,400,Toruń (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlpMXBiNzE3cWo5ajEtT1RPTU9UT1BMIn0.0Q15DEkxCfYVdYc2-aUY_LtaFpB3FaxEVNvCW-I_w0k/image;s=320x240,2 480 cm3
Renault Captur TCe 100 INTENS,https://www.otomoto.pl/osobowe/oferta/renault-captur-ii-2-46-000km-benzyna-2020r-tce-drl-led-niski-przebieg-ID6GC9HR.html,65 900,PLN,46 543 km,Benzyna,2020 ,Manualna,100,Łapy (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InFoM2lqejVjdWVsei1PVE9NT1RPUEwifQ.47hbOfNbVPxU4h6Z0q7EV5B-YezNdE4XbxAXpOz3szs/image;s=320x240,999 cm3
Toyota Yaris 1.0 Luna,https://www.otomoto.pl/osobowe/oferta/toyota-yaris-zarejestrowany-niemcy-142-tys-km-ID6GC9oD.html,11 500,PLN,142 000 km,Benzyna,2008 ,Manualna,69,Pleszew (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImI5bDVvMGtseWF0cS1PVE9NT1RPUEwifQ.1pU_3SgiGnUFLI1oJALm60tlksGOlxiPF346gpsD7sY/image;s=320x240,998 cm3
Audi A7 45 TFSI Quattro S tronic,https://www.otomoto.pl/osobowe/oferta/audi-a7-audi-a7-45-tfsi-quattro-s-tronic-ID6GC9Hp.html,210 000,PLN,122 000 km,Benzyna,2019 ,Automatyczna,245,Marki (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9lMWFseXZpODZ5Ny1PVE9NT1RPUEwifQ.m1iOk1TtGvb_0vZ1i_wRgwAqGgSABNy-ioBRZlakbdg/image;s=320x240,1 984 cm3
Volkswagen Golf VI 2.0 TSI GTI,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-volkswagen-golf-vi-2-0-tsi-gti-ID6GC9IP.html,45 500,PLN,144 000 km,Benzyna,2011 ,Manualna,210,Bydgoszcz (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjQ4ZXhxYXBwMzF4dS1PVE9NT1RPUEwifQ.qtu6dNbxzo-k8rx3WJsawzFySvwhkdvKlFs4mE5SuMQ/image;s=320x240,1 984 cm3
Mercedes-Benz Klasa V,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-v-mercedes-benz-v-250-190km-4x4-extralong-2018-salon-pl-serwis-aso-bezwy-ID6GpUwQ.html,229 000,PLN,164 198 km,Diesel,2018 ,Automatyczna,190,Biała Podlaska (Lubelskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InIwcXMyZ3Zpd3YyeC1PVE9NT1RPUEwifQ.KT2NdhFpjEy0bGdK1uTRq-KpPxYDQcMGp8YOr1qSuTk/image;s=320x240,2 143 cm3
Ford Fusion,https://www.otomoto.pl/osobowe/oferta/ford-fusion-1-5-ecoboost-2017r-ID6GC9FW.html,62 900,PLN,75 000 km,Benzyna,2017 ,Automatyczna,160,Kościan (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFvNDB3MnVoZDAzOTEtT1RPTU9UT1BMIn0.oOcE3zDS7QUXP_X8SX0h12NNuiTpDbj1D-thiPEiyhY/image;s=320x240,1 499 cm3
Hyundai Tucson,https://www.otomoto.pl/osobowe/oferta/hyundai-tucson-stan-idealny-serwisowany-w-aso-gwarancja-automat-ID6Gtb18.html,110 900,PLN,62 500 km,Benzyna,2021 ,Automatyczna,150,Toruń (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imo5aGE4cHZ6ZHJsazEtT1RPTU9UT1BMIn0.5y0-XVG2g8G5dTrvcpM74uUZgxVTNFGDs-N7r6I49KA/image;s=320x240,1 598 cm3
Volvo S60 T5 Drive-E Summum,https://www.otomoto.pl/osobowe/oferta/volvo-s60-volvo-s60-salon-pl-ID6G7b6k.html,59 999,PLN,226 000 km,Benzyna,2018 ,Automatyczna,245,Legnica (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im5rM2ljaXpnYzY5ZTMtT1RPTU9UT1BMIn0.8HQZnK1p7aMrfv8l6eiOhzjngckb73UeTiy81e0rsk0/image;s=320x240,1 969 cm3
Hyundai I30 1.6 CRDi Comfort,https://www.otomoto.pl/osobowe/oferta/hyundai-i30-w-bardzo-dobrym-stanie-ID6GraLX.html,19 000,PLN,267 000 km,Diesel,2011 ,Manualna,90,Wałbrzych (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNnNWVpanV5eTNwYS1PVE9NT1RPUEwifQ.mzs0RIEOc23Y0WyEhH0ehWgancuyacE8QneRUgV-xFM/image;s=320x240,1 582 cm3
Mitsubishi ASX 1.8 DI-D 2WD Comfort Edition,https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-panorama-bixenon-hak-diesel-150km-duza-nawigacja-ID6GC7YU.html,35 900,PLN,183 750 km,Diesel,2012 ,Manualna,150,Goleniów (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFsa2NpbG5xZ3FmNTMtT1RPTU9UT1BMIn0.rYF7uu6WENkfIOpdit80jZEtsO8-KfpnXeGhhf9E4Og/image;s=320x240,1 798 cm3
Volkswagen Tiguan 2.0 TDI SCR 4Mot R-Line DSG,https://www.otomoto.pl/osobowe/oferta/volkswagen-tiguan-ID6GC9Go.html,169 000,PLN,74 500 km,Diesel,2021 ,Automatyczna,200,Mogilno (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJ2czVnMjNibHhsdTItT1RPTU9UT1BMIn0.jUs5Vxk4cOjC8I55a16aLTVzTBapTlBZo6IMglmkjtY/image;s=320x240,1 968 cm3
Audi A8 L 60 TFSI quattro tiptronic,https://www.otomoto.pl/osobowe/oferta/audi-a8-a8-quattro-60-tfsi-long-tiptronic-piekny-okazja-ID6GlZl2.html,210 000,PLN,20 000 km,Benzyna,2021 ,Automatyczna,460,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ind6eWFpaGtodnJ1OC1PVE9NT1RPUEwifQ.n19Lj8oIHw2Ww8pPfErVKXxmnMlVq2pminabrnUTLKA/image;s=320x240,3 996 cm3
Ford Fiesta,https://www.otomoto.pl/osobowe/oferta/ford-fiesta-lift-led-ID6GC9FM.html,15 800,PLN,158 000 km,Benzyna,2015 ,Manualna,100,Krotoszyn (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNpemNsbWU3c3B0bjItT1RPTU9UT1BMIn0.2EQhjDm-rI0EZ0qOeuVhcX07ow5ttia1xQw3Bmoi6PE/image;s=320x240,998 cm3
BMW Seria 3 318d,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-bmw-seria-3-318d-m-sport-ID6FNbCY.html,73 500,PLN,148 337 km,Diesel,2017 ,Automatyczna,150,Prusice (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndxendnY2Jya2psYzMtT1RPTU9UT1BMIn0.0vmegsuh1qf5OewlaP_KRPTU56AnAEIdBWj2GMblndQ/image;s=320x240,1 995 cm3
Peugeot 5008 1.6 PureTech GT Line S&S EAT8,https://www.otomoto.pl/osobowe/oferta/peugeot-5008-7-miejsc-automat-bogate-wyposazenie-gt-line-ID6Gn6qZ.html,99 000,PLN,78 500 km,Benzyna,2018 ,Automatyczna,180,Góra (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZlanFlMTlkYzZqNTItT1RPTU9UT1BMIn0.cLj1ySG517g8FKK7jXMA22rmH-b2bGIraiOwO-JHP6s/image;s=320x240,1 598 cm3
