name,link,price,price_currency,mileage,fuel_type,year,gearbox,horsepower,location,image_url,engine_capacity
Fiat Punto Evo 1.4 8V Dynamic Euro5,https://www.otomoto.pl/osobowe/oferta/fiat-punto-evo-fiat-punto-evo-salon-polska-pierwszy-wlasciciel-bezwypadkowy-ID6GDaPp.html,17 000,PLN,158 472 km,Benzyna,2011 ,Manualna,77,Bratkowice (Podkarpackie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNuM2RsdDV6Z3h5dS1PVE9NT1RPUEwifQ.Pl6LQBS2gx9FNAitS7fnwYUTOBBgQEOx8iEWfmQCbco/image;s=320x240,1 368 cm3
BMW Seria 5 535i xDrive,https://www.otomoto.pl/osobowe/oferta/bmw-seria-5-wzorowy-stan-techniczny-i-wizualny-po-duzym-serwisie-ID6GDakv.html,104 900,PLN,172 400 km,Benzyna,2016 ,Automatyczna,306,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imc1NmIzbzk5NmR3ajMtT1RPTU9UT1BMIn0.vSK5eqFk8PgsIvPUuxserYRYiM-e43PhS3G21rXMtbc/image;s=320x240,2 979 cm3
Honda CR-V 2.0 Lifestyle Plus (Honda Connect+),https://www.otomoto.pl/osobowe/oferta/honda-cr-v-honda-cr-v-2-0-lifestyle-4wd-data-pierwszej-rejstracji-24-09-2018-ID6GC7dj.html,98 900,PLN,86 000 km,Benzyna,2017 ,Manualna,155,Łaziska (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1oaDA0a3UxdWFuaDEtT1RPTU9UT1BMIn0.kt_xdkBLjGo8KI0teashd3Dm6VPkg_v5TRy6CSzAffw/image;s=320x240,1 997 cm3
BMW Seria 3 318d,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-bmw-318d-ID6GC7ar.html,12 000,PLN,362 752 km,Diesel,2008 ,Manualna,143,Piekary Śląskie (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImdoeGYwbG1xM25ubDMtT1RPTU9UT1BMIn0.9PApdE5U8Lz1Eh_jiTLMBB-1g7Sf39Ykxz7HbThboOc/image;s=320x240,1 995 cm3
Renault Megane 1.5 dCi Zen EDC,https://www.otomoto.pl/osobowe/oferta/renault-megane-1-5dci-110km-2017rok-maly-przebieg-2kpl-opon-oferta-prywatnagarazowany-ID6GC6FX.html,45 000,PLN,94 773 km,Diesel,2017 ,Automatyczna,110,Białe Błota (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImV4djQzM285MjQ4NC1PVE9NT1RPUEwifQ.XRM91sXs-T8FKZecHJeoKmEBElnkWLuRcwy-2KvVEtM/image;s=320x240,1 461 cm3
Dodge Grand Caravan 3.6 R/T,https://www.otomoto.pl/osobowe/oferta/dodge-grand-caravan-dodge-grand-caravan-3-6-gt-2020-rok-ID6GgJQT.html,80 000,PLN,93 497 km,Benzyna,2020 ,Automatyczna,283,Tychowo (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1qc2o2MmxkaXh6MjEtT1RPTU9UT1BMIn0.3vo1qSq0xjjkr8iqvHWQzZ-57XkJiKlRDw_NXuZRaDk/image;s=320x240,3 605 cm3
Mercedes-Benz Klasa S 63 AMG L,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-s-s63-l-amg-performance-571-ps-900-nm-ID6Fmh3d.html,202 900,PLN,54 300 km,Benzyna,2011 ,Automatyczna,544,Robakowo (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InhyOXdmbnY2MTMzZy1PVE9NT1RPUEwifQ.GZnTqT34j7Nju5l5druqGTlSPsnnDFXEuXDCH-hEYFM/image;s=320x240,5 461 cm3
Mercedes-Benz Klasa C AMG 43 4-Matic,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-c-c43-amg-4matic-szwajcaria-serwis-szyberdach-ID6GyinI.html,89 900,PLN,164 900 km,Benzyna,2017 ,Automatyczna,367,Dąbrowa Górnicza (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImpkNXZ0ZmU5bHQybTEtT1RPTU9UT1BMIn0.gxLo44x4bRokSXh3QILDSfq6aXtBWYQFdg6l5wD-uN8/image;s=320x240,2 996 cm3
Land Rover Range Rover Evoque 2.2SD4 Dynamic,https://www.otomoto.pl/osobowe/oferta/land-rover-range-rover-evoque-2-2diesel-190km-full-wyposazenie-auto-dla-znawcy-marki-lr-ID6GDaKR.html,69 000,PLN,128 111 km,Diesel,2011 ,Manualna,190,Paczków (Opolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9pd2IzMmJuYjN4MjItT1RPTU9UT1BMIn0.IxjjaeFFM609B1qSAht2WoVUKugZcspQ1Md4DkNJUXs/image;s=320x240,2 179 cm3
Opel Corsa,https://www.otomoto.pl/osobowe/oferta/opel-corsa-nowy-akumulator-stan-idealny-bez-grama-rdzy-ID6GDaNY.html,10 600,PLN,88 000 km,Diesel,2004 ,Automatyczna,70,Krotoszyn (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZ1dGlnemR3YTRnczItT1RPTU9UT1BMIn0.HmX0GAoiGqui-C-e305igaJVaWy4BIxiZ5nADM-nmfE/image;s=320x240,1 248 cm3
Renault Kangoo,https://www.otomoto.pl/osobowe/oferta/renault-kangoo-1-6-16v-stan-bardzo-dobry-ID6GDaMv.html,16 500,PLN,229 572 km,Benzyna,2008 ,Manualna,106,Grobla (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjU1Y3Zvdmo5bzNuOTMtT1RPTU9UT1BMIn0.cPQxZWrP9vB9R2jcOdk2-5GmunkF2AC3-3AS52uGAxQ/image;s=320x240,1 598 cm3
Renault Laguna 2.0 DCi Privilege,https://www.otomoto.pl/osobowe/oferta/renault-laguna-dpf-fap-euro-5-2-0dci-150km-nowy-dwumas-hak-full-opcja-oryginal-lakier-ID6GAClV.html,12 999,PLN,405 000 km,Diesel,2010 ,Manualna,150,Nowy Dwór Mazowiecki (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBkNGUzN2RmdW54NDItT1RPTU9UT1BMIn0.1dWxvmrJznOYVTMCs-dn850KjIzQe4Inh7fbi13Xbmo/image;s=320x240,1 995 cm3
Audi A3 2.0 TDI Edycja Specjalna S tronic,https://www.otomoto.pl/osobowe/oferta/audi-a3-2-0-tdi-150km-rs-s-line-2016r-ID6GC79Q.html,72 500,PLN,209 000 km,Diesel,2015 ,Automatyczna,150,Bodzentyn (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZtM3p4emZvM3loai1PVE9NT1RPUEwifQ.BjBBqT_EzAkEJ5lKTmCSubyApU4naoU4rbsXmiPdioI/image;s=320x240,1 968 cm3
BMW X3 3.0sd,https://www.otomoto.pl/osobowe/oferta/bmw-x3-piekne-bmw-xenon-panorama-najlepsze-3-0-286koni-ID6GC7ds.html,30 000,PLN,340 000 km,Diesel,2006 ,Automatyczna,286,Rybniki (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImltaXRqMDc5bTJ1ZzMtT1RPTU9UT1BMIn0.Iez9NyZPmTvg6VqtgFOyBnZ9HSxSOSiT0fpzMVccqLw/image;s=320x240,2 993 cm3
BMW X2,https://www.otomoto.pl/osobowe/oferta/bmw-x2-28i-231km-xdrive-ambiente-panorama-grzana-kierwonica-ID6GxcSl.html,88 000,PLN,89 000 km,Benzyna,2018 ,Automatyczna,231,Białystok (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVveWoycWJqZ2xwejEtT1RPTU9UT1BMIn0.dIgST1Qm1csOg48S0IDknt3cuRka4B0QkwW6ehZZmw4/image;s=320x240,1 998 cm3
Mercedes-Benz CLA AMG 45 S 4-Matic 8G-DCT,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-jak-nowy-salon-polska-gwarancja-do-maj-2026-wszystkie-pakiety-amg-aso-ID6GC77u.html,298 000,PLN,15 000 km,Benzyna,2022 ,Automatyczna,421,Kraków (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InY4Nzl1aXo3djFkNzMtT1RPTU9UT1BMIn0.DdEThS9lVBRv4j1GG3sDxi77CUjjhQAX_MkrhJoZ5Bc/image;s=320x240,1 991 cm3
Opel Astra V 1.4 T Enjoy S&S,https://www.otomoto.pl/osobowe/oferta/opel-astra-2020r-150-km-automat-salon-pl-kamera-cofania-bezkluczykowy-ID6GC74D.html,62 900,PLN,72 400 km,Benzyna,2019 ,Automatyczna,150,Elbląg (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImdqeWpya200MTFsdi1PVE9NT1RPUEwifQ.RHV9Odfrl9__EDxFOmyTSXDR5moBRQaotFzstmDg4lc/image;s=320x240,1 399 cm3
Opel Vivaro 2.0 CDTI L1H1 Easytronic,https://www.otomoto.pl/osobowe/oferta/opel-vivaro-2-0-cdti-automat-klima-ID6GDaNy.html,39 999,PLN,228 100 km,Diesel,2009 ,Automatyczna,114,Kowalew (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjVkbnYxNDZvNTdvcDItT1RPTU9UT1BMIn0.lZpIX63ZjT3jaR2Xl-Wd4uDtH4F29wKGw-QVjHzlWbc/image;s=320x240,1 995 cm3
Renault Zoe R135 Z.E 50 Intens,https://www.otomoto.pl/osobowe/oferta/renault-zoe-fv-vat-zasieg-400-km-gwarancja-salon-polska-ID6GsqU2.html,89 900,PLN,33 300 km,Elektryczny,2021 ,Automatyczna,"FV VAT, zasięg 400 km, gwarancja, salon polska",Kraków (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBseGdrcXd5Nmx2eS1PVE9NT1RPUEwifQ.i22KGgcccvmjmJlH6jjnwzZNBWZqzrzaV_xhLRjeFvI/image;s=320x240,135 KM
Ford Mondeo 1.8 TDCi Ghia,https://www.otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-mk4-1-8-tdci-bez-dpf-nowe-wtryskiwacze-ID6GC75P.html,23 900,PLN,250 000 km,Diesel,2008 ,Manualna,125,Gdańsk (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im85NG4wbjduNWRvdDMtT1RPTU9UT1BMIn0.1cbK-k9wU_2NhGyTBNgBrzA627d8l5mt0a_t4QbbBV8/image;s=320x240,1 753 cm3
Citroën C5 Aircross 1.6 PHEV Feel Pack EAT8,https://www.otomoto.pl/osobowe/oferta/citroen-c5-aircross-plug-in-hybrid-1-6-phev-225-feel-pack-bezwypadkowy-kamera-automat-ID6GxkKY.html,82 900,PLN,140 600 km,Hybryda Plug-in,2021 ,Automatyczna,180,Wrocław (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InI2aDM5cTJtdXRoeDItT1RPTU9UT1BMIn0.46dRRBuq6tucpKDass9hDaXk07HIEYhXZCDYkeaos6E/image;s=320x240,1 598 cm3
Volkswagen Passat 2.0 TDI BMT Comfortline,https://www.otomoto.pl/osobowe/oferta/volkswagen-passat-tdi-150km-comfortline-2015r-bezwypadkowy-bardzo-zadbany-prywatnie-ID6GBMON.html,69 900,PLN,120 000 km,Diesel,2015 ,Manualna,150,Rybnik (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjI1cHNqOWtyMHNlcDMtT1RPTU9UT1BMIn0.RwCVLle57SH_xcw4gxk3zq2V-6Qh7E-LRjy3P0mMNgE/image;s=320x240,1 968 cm3
Ford Kuga 2.0 TDCi Titanium,https://www.otomoto.pl/osobowe/oferta/ford-kuga-titanium-x-2-0-tdci-140km-bezwypadkowa-serwis-aso-skory-ladna-ID6GDaL4.html,31 900,PLN,212 000 km,Diesel,2010 ,Manualna,140,Ostrów Wielkopolski (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9ra2pwNmV3cHJ3cTItT1RPTU9UT1BMIn0.tQ2rl1VvHDDdl85fmJMPlRSzAUdyLtI1Z9PLRdL7FB8/image;s=320x240,1 997 cm3
Peugeot 308 1.2 PureTech GPF Active S&S EAT8,https://www.otomoto.pl/osobowe/oferta/peugeot-308-peugeot-308-automat-stan-idealny-ID6GDaKP.html,51 500,PLN,86 945 km,Benzyna,2018 ,Automatyczna,130,Łódź (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imw3cmp2a2FlMHUwdjItT1RPTU9UT1BMIn0.Fyr7dS0a2HiW7owBTkpcNHzYkEem9hsjrbIqHb_m9ww/image;s=320x240,1 199 cm3
Opel Crossland X,https://www.otomoto.pl/osobowe/oferta/opel-crossland-x-nawigacja-kamera-czujnik-martwego-pola-itd-ID6GDaKp.html,65 900,PLN,31 800 km,Benzyna,2018 ,Manualna,81,Miłosław (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Indvd3N6ZnQ2NzFydzEtT1RPTU9UT1BMIn0.cDdPeIieBFC1B9jleXyhqWFCmcvkeNgSbck_cg0rJa0/image;s=320x240,1 199 cm3
Audi A4 2.0 TDI Prime Line Multitronic,https://www.otomoto.pl/osobowe/oferta/audi-a4-a4-2015-s-line-120-tys-przeb-automat-ID6GDamW.html,36 500,PLN,121 000 km,Diesel,2015 ,Automatyczna,150,Turek (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtvZ25jMHZyaHRjbjItT1RPTU9UT1BMIn0.FOucxRE9WLzlywtMF26t8fLERW2Pin7wE7HcDzqwn3A/image;s=320x240,1 968 cm3
Mazda CX-5 e-SKYACTIV-G 165 Advantage,https://www.otomoto.pl/osobowe/oferta/mazda-cx-5-ID6Gtbi7.html,63 900,PLN,133 000 km,Benzyna,2014 ,Manualna,165,Lubień Kujawski (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjU4M2dqenY0cmE1MDEtT1RPTU9UT1BMIn0.k3kQ5eMRuEwZ3rkePBm99Nw7BX2JcA8XRyN5QdAHYkA/image;s=320x240,1 998 cm3
BMW X1 sDrive18d M Sport sport,https://www.otomoto.pl/osobowe/oferta/bmw-x1-bmw-x1-m-pakiet-2015-jak-nowa-ID6Gcbca.html,79 000,PLN,149 000 km,Diesel,2015 ,Automatyczna,150,Raciechowice (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ing3dDg1MW93cmRtajItT1RPTU9UT1BMIn0.jP2JBv6FPx8UgFKu8IcxqdCE_s6HOwEs5aQ_nHcNF-8/image;s=320x240,1 995 cm3
Hyundai i40 1.7 CRDi Comfort,https://www.otomoto.pl/osobowe/oferta/hyundai-i40-stan-idealny-ID6GC78r.html,32 900,PLN,239 000 km,Diesel,2013 ,Manualna,115,Sosnowiec (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtsOGJva3NzNjhkbTItT1RPTU9UT1BMIn0.5O2yAQQaN7xA28LNBxHkc2g3dZK-kmJ6Q0NnQSjGTGo/image;s=320x240,1 685 cm3
Mercedes-Benz CLA 250 7G-DCT AMG Line,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-cla-250-211km-2018-amg-radar-navi-kamera-cofania-nowe-opony-piekny-kolor-ID6GC79S.html,118 900,PLN,89 559 km,Benzyna,2018 ,Automatyczna,211,Tarnobrzeg (Podkarpackie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImU1OHRxdDV5ZXVjbDMtT1RPTU9UT1BMIn0.BpiFPFYLKqcq5Qa4YAplRcLCi7pr1-048ExoeFf99Bg/image;s=320x240,1 991 cm3
Porsche Taycan GTS,https://www.otomoto.pl/osobowe/oferta/porsche-taycan-porsche-taycan-gts-faktura-vat-23-cesja-leasingu-ID6GC71l.html,549 000,PLN,19 000 km,Elektryczny,2023 ,Automatyczna,Porsche Taycan GTS Faktura Vat 23% / cesja leasingu,Białystok (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtnY2V0MWp0ZW14aTMtT1RPTU9UT1BMIn0.9S01Wrs_W0RkAAP0F-kOeSwFEPsH1XtHL5WbHUShEuk/image;s=320x240,598 KM
Kia Sportage 1.6 GDI Business Line 2WD,https://www.otomoto.pl/osobowe/oferta/kia-sportage-ze-szwecji-pelna-opcja-stan-bardzo-dobry-nowe-opony-ID6Gtxy7.html,44 000,PLN,170 867 km,Benzyna,2013 ,Manualna,135,Augustów (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRvcHM3M3BxbnZrdTEtT1RPTU9UT1BMIn0.OMzOTWLa1YMiKOgnyo9wx0s_JkBSC4pkUpFYfq0LFZg/image;s=320x240,1 591 cm3
Citroën C4 Picasso,https://www.otomoto.pl/osobowe/oferta/citroen-c4-picasso-pierwszy-wlasciciel-uszkodzona-turbina-blad-abs-esp-ID6GD7Jj.html,3 500,PLN,260 996 km,Diesel,2008 ,Manualna,109,Kobyla Góra (Wielkopolskie),Brak zdjęcia,1 560 cm3
Peugeot 508 1.6 PureTech HYbrid4 PHEV Sport Engineered EAT8,https://www.otomoto.pl/osobowe/oferta/peugeot-508-gt-line-ID6GDaK7.html,95 000,PLN,68 000 km,Hybryda Plug-in,2020 ,Automatyczna,197,Brwinów (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijd4b3h5ZmswY2xjcDMtT1RPTU9UT1BMIn0.XUu9hRPyzDkwsUkK68qws-ZpbscpVQtwheG-U92hEbo/image;s=320x240,1 598 cm3
Skoda Superb 2.0 TDI Ambition,https://www.otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-2-0-tdi-ambition-fv-23-zadbany-ID6GyEDZ.html,33 000,PLN,207 165 km,Diesel,2012 ,Manualna,140,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjYwN28ycTd5b2d0MzEtT1RPTU9UT1BMIn0.w49jxKMH3fRAq62oXxVEbkhDZjaq3CtDWbg7I952iRY/image;s=320x240,1 968 cm3
Fiat 500 1.2 8V Lounge Euro5,https://www.otomoto.pl/osobowe/oferta/fiat-500-fiat-500-niski-przebieg-zadbany-ID6GDaG4.html,20 000,PLN,58 584 km,Benzyna,2010 ,Manualna,69,Poznań (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InphZW5rMGV4MGphcDEtT1RPTU9UT1BMIn0.8kv4VRfjUrCpDvtKbc84nBAKrADBVVKPuJrBscX88i0/image;s=320x240,1 242 cm3
Audi A4 Avant 40 TFSI quattro S tronic S line,https://www.otomoto.pl/osobowe/oferta/audi-a4-40tfsi-quattro-s-tronic-s-linevirtualmatrixhudhakgwarancja-2028r-ID6GDaF3.html,179 999,PLN,3 500 km,Benzyna,2023 ,Automatyczna,204,Sierpc (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InM5OXdkcWhyaWplMDEtT1RPTU9UT1BMIn0.SedgbB6IVq8Uq1iOZQOxqtenbRZNNYIY-2C8U_yUmA4/image;s=320x240,1 984 cm3
BMW X4 xDrive20i Advantage sport,https://www.otomoto.pl/osobowe/oferta/bmw-x4-2019r-salon-polska-benzyna-ID6GC7am.html,144 000,PLN,79 000 km,Benzyna,2019 ,Automatyczna,184,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ing4cm5sZ205YzZsNC1PVE9NT1RPUEwifQ.SGHKXiXKMvWXvR3MGK_rJxykiMlCE2kiY4uSkoYVxZQ/image;s=320x240,1 998 cm3
Hyundai i40 i40cw 1.7 CRDi Premium,https://www.otomoto.pl/osobowe/oferta/hyundai-i40-panorama-keyless-go-led-navi-kamera-ID6GC7az.html,39 700,PLN,164 292 km,Diesel,2013 ,Manualna,136,Płońsk (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InQweWlwZ2kxZmluNzMtT1RPTU9UT1BMIn0.GApbChloOipE98r4fQ9o0gyk4q1PX2LCFQM6MWrj0lQ/image;s=320x240,1 685 cm3
Subaru BRZ 2.0i Final Edition,https://www.otomoto.pl/osobowe/oferta/subaru-brz-subaru-brz-2020-ID6GC76W.html,98 500,PLN,46 000 km,Benzyna,2020 ,Manualna,200,Turek (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Img2OTI3MW83dzg0ZzEtT1RPTU9UT1BMIn0.cSOpb_o19ErsPLanapcSXEc6je1XfLJWHQlXDfbjZYM/image;s=320x240,1 998 cm3
Audi 80 1.6,https://www.otomoto.pl/osobowe/oferta/audi-80-przebieg-auta-68tys-km-potwierdzony-stan-kolekcionerski-95-orginal-ID6GoMc1.html,19 900,PLN,68 400 km,Benzyna,1990 ,Manualna,69,Świnoujście (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjQ0bXhhdTRraGI1bC1PVE9NT1RPUEwifQ.KX-bF9lk8nmHMhHmyK8Hbco-R4NN9JQ-1diMhdTv3bs/image;s=320x240,1 595 cm3
Audi A8,https://www.otomoto.pl/osobowe/oferta/audi-a8-50tdi-long-night-vision-skretna-os-masaz-laser-preumatyka-tablety-ID6GDaJK.html,319 900,PLN,81 735 km,Diesel,2020 ,Automatyczna,286,Stare Załubice (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjF3OHlncDJqZHl3cy1PVE9NT1RPUEwifQ.HmGX4plX11Lh6Mkmo5O0O_WvUDaZDX6XaLPSPQIZM-o/image;s=320x240,2 967 cm3
Dacia Duster,https://www.otomoto.pl/osobowe/oferta/dacia-duster-navi-tempomat-alu-ID6GlbsV.html,29 900,PLN,189 560 km,Diesel,2014 ,Manualna,109,Rogoźno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImR5emtydWt1Z2czNzMtT1RPTU9UT1BMIn0.kAXYlZRTFXqmaMIwJTZervsw5yMVZChw-R7t5soTLn0/image;s=320x240,1 461 cm3
Renault Captur (ENERGY) dCi 90 LIMITED,https://www.otomoto.pl/osobowe/oferta/renault-captur-ID6GDaJi.html,37 900,PLN,114 000 km,Diesel,2015 ,Manualna,90,Krotoszyn (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZtNXdsNWVuZHB1eS1PVE9NT1RPUEwifQ.HKqJMYft8YRriWGrKG3irYWGxBoBeMu8D0joY7mS5SA/image;s=320x240,1 461 cm3
Volkswagen CC 2.0 TDI DPF BMT,https://www.otomoto.pl/osobowe/oferta/volkswagen-cc-volkswagen-cc-r-line-tuning-ID6GDaDn.html,72 999,PLN,153 000 km,Diesel,2015 ,Manualna,184,Łochów (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImIzN21jMWNtd2I1aDEtT1RPTU9UT1BMIn0.z3AUJCdzlOw_1p8dple_rtJVwOYBctyfkX3DhTc3dBo/image;s=320x240,1 968 cm3
BMW X5 xDrive30d,https://www.otomoto.pl/osobowe/oferta/bmw-x5-bmw-x5-3-0d-f15-salon-pl-ID6GDaII.html,87 999,PLN,334 306 km,Diesel,2013 ,Automatyczna,258,Mikołów (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImYycW1qNTFpaXpieDItT1RPTU9UT1BMIn0.SlZmiFFowW4Hjur4XExwbl0vvdTRPPSxMk7lJFpllRc/image;s=320x240,2 993 cm3
Ford Fiesta 1.3 Trend,https://www.otomoto.pl/osobowe/oferta/ford-fiesta-1-3-benzyna-super-stan-bez-rdzy-ID6GDaF6.html,9 300,PLN,131 800 km,Benzyna,2008 ,Manualna,70,Dębno (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJ1Yno3bTJyeTJ5YjEtT1RPTU9UT1BMIn0.ayloUZgBqPwWbURBeVvNQSpgK6UzH-xktKl8arxuOIc/image;s=320x240,1 299 cm3
Ford KA 1.2 Trend+,https://www.otomoto.pl/osobowe/oferta/ford-ka-1-2-benzyna-salon-polska-101-tys-klima-podgrzewwana-szyba-ID6GDaAa.html,16 700,PLN,101 000 km,Benzyna,2010 ,Manualna,69,Kielce (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVwbnY0azBweHUyZzMtT1RPTU9UT1BMIn0.ZbGXJcnDRu7Kd7wok8xSyFqiiPB92dz4PRxkjL-tjOY/image;s=320x240,1 242 cm3
Renault Espace Energy dCi 160 EDC Initiale Paris,https://www.otomoto.pl/osobowe/oferta/renault-espace-wzor-bezwypadkowy-initiale-paris-160-km-4control-pelna-opcja-ID6GAUT1.html,73 200,PLN,120 000 km,Diesel,2016 ,Automatyczna,160,Elbląg (Warmińsko-mazurskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImMxbTBzandoaGoydDMtT1RPTU9UT1BMIn0.0NF0LgLZdiitXUIOlOBNyXP0sOupECc6HhG2pMlMSqU/image;s=320x240,1 598 cm3
Mercedes-Benz GLC Coupe 220 d 4-Matic,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-glc-pierwszy-wlasciciel-maly-przebieg-ID6GDalu.html,205 800,PLN,52 000 km,Diesel,2020 ,Automatyczna,194,Lędziny (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBldnNvOG5iaHF1bDMtT1RPTU9UT1BMIn0.OR_3U-ixe2VRtR2Xa2BxJxOb1HirWf80YUmf0ycp2V4/image;s=320x240,1 950 cm3
Audi A6 45 TFSI quattro S tronic sport,https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c8-45-tfsi-ID6GC77M.html,178 000,PLN,60 500 km,Benzyna,2021 ,Automatyczna,245,Poznań (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNscTBqZm9zZnM4dTEtT1RPTU9UT1BMIn0.-FO-LHxvg6BF578LkDzE6keWLNAcZN-k8I_gLceA4Uk/image;s=320x240,1 984 cm3
Volkswagen Golf Plus 1.6 TDI BlueMot Comfortline,https://www.otomoto.pl/osobowe/oferta/volkswagen-golf-plus-vw-golf-plus-1-6-tdi-bezwypadkowy-ID6GC72Z.html,18 800,PLN,228 455 km,Diesel,2009 ,Manualna,105,Ruda Śląska (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InF3eHM0ZnplaTA3dDMtT1RPTU9UT1BMIn0.gPcRq0MA0_nJ4pQXiKr08crib7mOsya0CTjYTglsoiE/image;s=320x240,1 598 cm3
Audi Q7,https://www.otomoto.pl/osobowe/oferta/audi-q7-pierwszy-wlasciciel-salon-polska-ID6GlUfP.html,94 500,PLN,174 000 km,Diesel,2014 ,Automatyczna,245,Kraków (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inllc2I4Y3I3emxrNjItT1RPTU9UT1BMIn0.kYridGBk4hdOpGIpA7kRv_8__mXhUiN0cpYd1ONcBsw/image;s=320x240,2 967 cm3
BMW Seria 3 320d Sport Line Shadow,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-g21-sport-line-faktura-23-shadow-line-ID6GzBcO.html,124 999,PLN,127 000 km,Diesel,2020 ,Automatyczna,190,Łęczyca (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJudHlva2Y3eHA5Ni1PVE9NT1RPUEwifQ.RRNZaB49-spHciCqfRbnQJG65fGC9pZl1Y7M3X-_yrg/image;s=320x240,1 995 cm3
